tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	TPM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
CUFF.565	-	-	CUFF.565	-	-	ENSMUST00000010421	1205-1503	-	401.542	55.34797765	66.5616	319.496	OK
CUFF.815	-	-	CUFF.815	-	-	ENSMUST00000033289	759-1057	-	401.542	55.34797765	66.5616	319.496	OK
CUFF.1202	-	-	CUFF.1202	-	-	ENSMUST00000128792	75-405	-	401.89	55.39594548	96.1715	348.622	OK
CUFF.1006	-	-	CUFF.1006	-	-	ENSMUST00000040344	3-1635	-	402.605	55.49450006	306.281	459.422	OK
CUFF.982	-	-	CUFF.982	-	-	ENSMUST00000179928	5-345	-	402.81	55.52275697	93.3429	338.368	OK
CUFF.1537	-	-	CUFF.1537	-	-	ENSMUST00000032416	49-715	-	402.916	55.53736785	214.436	482.482	OK
CUFF.1626	-	-	CUFF.1626	-	-	ENSMUST00000030742	33-1122	-	403.086	55.56080041	273.214	455.357	OK
CUFF.1038	-	-	CUFF.1038	-	-	ENSMUST00000029386	1-1846	-	403.532	55.62227642	313.926	462.288	OK
CUFF.52	-	-	CUFF.52	-	-	ENSMUST00000136661	219-579	-	403.534	55.6225521	110.196	341.609	OK
CUFF.1289	-	-	CUFF.1289	-	-	ENSMUST00000179233	67-386	-	403.539	55.62324129	74.6158	335.771	OK
CUFF.1373	-	-	CUFF.1373	-	-	ENSMUST00000047300	60-379	-	403.539	55.62324129	74.6158	335.771	OK
CUFF.1577	-	-	CUFF.1577	-	-	ENSMUST00000112617	27-346	-	403.539	55.62324129	74.6158	335.771	OK
CUFF.126	-	-	CUFF.126	-	-	ENSMUST00000043378	1-1030	-	403.549	55.62461967	269.869	451.067	OK
CUFF.1727	-	-	CUFF.1727	-	-	ENSMUST00000075895	4-895	-	403.769	55.65494416	253.786	467.5	OK
CUFF.2557	-	-	CUFF.2557	-	-	ENSMUST00000094695	794-1341	-	403.911	55.67451724	181.31	413.388	OK
CUFF.2117	-	-	CUFF.2117	-	-	ENSMUST00000004327	853-1547	-	404.178	55.71132014	222.934	428.718	OK
CUFF.2022	-	-	CUFF.2022	-	-	ENSMUST00000006137	822-1130	-	404.747	55.78975029	77.2806	296.242	OK
CUFF.1662	-	-	CUFF.1662	-	-	ENSMUST00000064404	2-999	-	404.825	55.8005017	266.594	465.544	OK
CUFF.129	-	-	CUFF.129	-	-	ENSMUST00000020343	5-302	-	405.19	55.85081278	66.7857	320.572	OK
CUFF.1164	-	-	CUFF.1164	-	-	ENSMUST00000036584	4-1117	-	405.534	55.89822925	278.016	456.231	OK
CUFF.1143	-	-	CUFF.1143	-	-	ENSMUST00000034552	208-567	-	406.06	55.97073234	110.503	342.561	OK
CUFF.1063	-	-	CUFF.1063	-	-	ENSMUST00000044277	13-675	-	406.429	56.02159477	215.732	485.397	OK
CUFF.2727	-	-	CUFF.2727	-	-	ENSMUST00000188459	3-469	-	407.641	56.18865513	161.748	400.113	OK
CUFF.671	-	-	CUFF.671	-	-	ENSMUST00000004050	0-709	-	407.879	56.22146071	229.408	453.22	OK
CUFF.1147	-	-	CUFF.1147	-	-	ENSMUST00000178079	0-378	-	408.033	56.24268785	115.444	367.322	OK
CUFF.1433	-	-	CUFF.1433	-	-	ENSMUST00000051221	514-821	-	408.198	56.26543122	77.5324	297.207	OK
CUFF.2030	-	-	CUFF.2030	-	-	ENSMUST00000105591	233-601	-	408.375	56.28982864	118.581	366.523	OK
CUFF.2309	-	-	CUFF.2309	-	-	ENSMUST00000137679	1-1826	-	408.508	56.30816117	317.366	467.354	OK
CUFF.667	-	-	CUFF.667	-	-	ENSMUST00000042818	466-824	-	408.616	56.32304774	110.812	343.518	OK
CUFF.1692	-	-	CUFF.1692	-	-	ENSMUST00000170810	278-1054	-	408.65	56.32773425	240.274	454.986	OK
CUFF.1062	-	-	CUFF.1062	-	-	ENSMUST00000107384	1-1359	-	408.814	56.35033978	297.969	455.717	OK
CUFF.1402	-	-	CUFF.1402	-	-	ENSMUST00000140438	187-483	-	408.895	56.3615047	67.0114	321.655	OK
CUFF.1902	-	-	CUFF.1902	-	-	ENSMUST00000021220	30-326	-	408.895	56.3615047	67.0114	321.655	OK
CUFF.470	-	-	CUFF.470	-	-	ENSMUST00000121778	2-438	-	409.05	56.38286968	145.581	427.643	OK
CUFF.2100	-	-	CUFF.2100	-	-	ENSMUST00000060987	7-675	-	409.718	56.47494585	219.733	415.711	OK
CUFF.2739	-	-	CUFF.2739	-	-	ENSMUST00000150291	3-903	-	409.941	56.50568385	255.656	498.088	OK
CUFF.532	-	-	CUFF.532	-	-	ENSMUST00000020285	246-573	-	410.992	56.6505522	97.0538	351.82	OK
CUFF.986	-	-	CUFF.986	-	-	ENSMUST00000079121	2-543	-	411.086	56.66350902	183.321	417.973	OK
CUFF.1543	-	-	CUFF.1543	-	-	ENSMUST00000040484	2-485	-	411.231	56.68349562	172.481	410.67	OK
CUFF.1043	-	-	CUFF.1043	-	-	ENSMUST00000058755	43-338	-	412.657	56.88005343	67.2385	322.745	OK
CUFF.2284	-	-	CUFF.2284	-	-	ENSMUST00000029770	0-1980	-	413.061	56.93574021	326.582	484.865	OK
CUFF.2744	-	-	CUFF.2744	-	-	ENSMUST00000028610	6-1573	-	413.068	56.93670508	311.391	470.884	OK
CUFF.2367	-	-	CUFF.2367	-	-	ENSMUST00000034740	1980-2375	-	413.541	57.00190273	130.562	361.556	OK
CUFF.1128	-	-	CUFF.1128	-	-	ENSMUST00000013845	20-626	-	413.69	57.02244068	209.482	477.882	OK
CUFF.1980	-	-	CUFF.1980	-	-	ENSMUST00000052885	954-1300	-	414.198	57.09246267	103.19	343.966	OK
CUFF.762	-	-	CUFF.762	-	-	ENSMUST00000019939	47-383	-	414.339	57.11189791	94.4541	342.396	OK
CUFF.1932	-	-	CUFF.1932	-	-	ENSMUST00000035010	1375-1750	-	415.061	57.21141737	116.367	370.26	OK
CUFF.171	-	-	CUFF.171	-	-	ENSMUST00000166905	1937-2242	-	415.256	57.23829589	78.0408	299.156	OK
CUFF.1819	-	-	CUFF.1819	-	-	ENSMUST00000103164	683-988	-	415.256	57.23829589	78.0408	299.156	OK
CUFF.1854	-	-	CUFF.1854	-	-	ENSMUST00000114099	708-1063	-	416.468	57.40535624	111.749	346.42	OK
CUFF.1247	-	-	CUFF.1247	-	-	ENSMUST00000059472	16-310	-	416.479	57.40687247	67.4672	323.843	OK
CUFF.2545	-	-	CUFF.2545	-	-	ENSMUST00000129339	17-311	-	416.479	57.40687247	67.4672	323.843	OK
CUFF.2763	-	-	CUFF.2763	-	-	ENSMUST00000134669	2-386	-	416.568	57.4191401	123.971	382.244	OK
CUFF.533	-	-	CUFF.533	-	-	ENSMUST00000180015	18-363	-	417.005	57.47937556	103.489	344.963	OK
CUFF.1482	-	-	CUFF.1482	-	-	ENSMUST00000155242	253-598	-	417.005	57.47937556	103.489	344.963	OK
CUFF.812	-	-	CUFF.812	-	-	ENSMUST00000001479	121-446	-	417.268	57.5156271	97.651	353.985	OK
CUFF.1324	-	-	CUFF.1324	-	-	ENSMUST00000082094	1730-2055	-	417.268	57.5156271	97.651	353.985	OK
CUFF.1569	-	-	CUFF.1569	-	-	ENSMUST00000184744	0-555	-	417.281	57.51741901	192.993	443.169	OK
CUFF.2510	-	-	CUFF.2510	-	-	ENSMUST00000060226	19-564	-	417.883	57.60039783	189.255	429.463	OK
CUFF.2415	-	-	CUFF.2415	-	-	ENSMUST00000109418	0-772	-	418.499	57.68530639	246.657	477.899	OK
CUFF.1833	-	-	CUFF.1833	-	-	ENSMUST00000031423	1417-1761	-	419.847	57.87111279	103.79	345.966	OK
CUFF.2032	-	-	CUFF.2032	-	-	ENSMUST00000041589	19-1063	-	419.942	57.88420746	281.191	463.585	OK
CUFF.192	-	-	CUFF.192	-	-	ENSMUST00000090488	11-403	-	420.068	57.90157512	131.561	364.323	OK
CUFF.2588	-	-	CUFF.2588	-	-	ENSMUST00000044250	160-494	-	420.333	57.93810234	95.0197	344.446	OK
CUFF.1514	-	-	CUFF.1514	-	-	ENSMUST00000035934	2-295	-	420.36	57.94182398	67.6975	324.948	OK
CUFF.2372	-	-	CUFF.2372	-	-	ENSMUST00000145980	122-415	-	420.36	57.94182398	67.6975	324.948	OK
CUFF.681	-	-	CUFF.681	-	-	ENSMUST00000102604	8-692	-	420.837	58.00757298	231.993	452.386	OK
CUFF.1254	-	-	CUFF.1254	-	-	ENSMUST00000078756	10-392	-	421.178	58.05457594	124.62	384.245	OK
CUFF.2322	-	-	CUFF.2322	-	-	ENSMUST00000031617	209-778	-	423.001	58.30585566	202.188	474.097	OK
CUFF.80	-	-	CUFF.80	-	-	ENSMUST00000046288	0-1375	-	423.197	58.33287202	308.71	481.819	OK
CUFF.2837	-	-	CUFF.2837	-	-	ENSMUST00000002466	810-1172	-	423.482	58.37215602	120.546	372.598	OK
CUFF.2466	-	-	CUFF.2466	-	-	ENSMUST00000072965	875-1167	-	424.303	58.48532149	67.9293	326.061	OK
CUFF.203	-	-	CUFF.203	-	-	ENSMUST00000085735	4-1253	-	424.871	58.5636138	301.739	476.43	OK
CUFF.2538	-	-	CUFF.2538	-	-	ENSMUST00000027438	1755-2097	-	425.64	58.66961167	104.397	347.989	OK
CUFF.85	-	-	CUFF.85	-	-	ENSMUST00000030882	4-1465	-	425.801	58.69180368	314.976	515.91	OK
CUFF.2556	-	-	CUFF.2556	-	-	ENSMUST00000094695	11-717	-	426.094	58.73219038	236.002	472.003	OK
CUFF.2218	-	-	CUFF.2218	-	-	ENSMUST00000099492	1023-1325	-	426.246	58.75314184	78.816	302.128	OK
CUFF.141	-	-	CUFF.141	-	-	ENSMUST00000030432	0-332	-	426.486	58.7862231	95.5921	346.521	OK
CUFF.2814	-	-	CUFF.2814	-	-	ENSMUST00000105465	0-1653	-	426.874	58.83970447	326.39	470.385	OK
CUFF.1834	-	-	CUFF.1834	-	-	ENSMUST00000031423	2630-2952	-	427.011	58.85858835	98.5608	357.283	OK
CUFF.33	-	-	CUFF.33	-	-	ENSMUST00000146865	11-752	-	427.87	58.97699169	246.269	460.416	OK
CUFF.1988	-	-	CUFF.1988	-	-	ENSMUST00000072566	19-454	-	427.932	58.98553768	155.035	419.507	OK
CUFF.840	-	-	CUFF.840	-	-	ENSMUST00000169687	1420-1761	-	428.592	59.07651114	104.703	349.009	OK
CUFF.2743	-	-	CUFF.2743	-	-	ENSMUST00000111168	4-531	-	428.862	59.11372756	188.191	429.076	OK
CUFF.858	-	-	CUFF.858	-	-	ENSMUST00000059155	23-744	-	429.073	59.1428115	242.096	467.685	OK
CUFF.2182	-	-	CUFF.2182	-	-	ENSMUST00000173635	12-483	-	429.661	59.22386058	176.876	421.133	OK
CUFF.688	-	-	CUFF.688	-	-	ENSMUST00000032151	189-586	-	429.764	59.23805795	139.897	379.72	OK
CUFF.2002	-	-	CUFF.2002	-	-	ENSMUST00000023151	1145-1446	-	430.021	59.27348247	79.0779	303.132	OK
CUFF.1836	-	-	CUFF.1836	-	-	ENSMUST00000073840	3266-3577	-	430.573	59.34956936	76.5352	344.408	OK
CUFF.2586	-	-	CUFF.2586	-	-	ENSMUST00000109748	0-498	-	430.68	59.36431809	183.218	430.165	OK
CUFF.2816	-	-	CUFF.2816	-	-	ENSMUST00000179238	4-1643	-	431.036	59.41338862	329.178	474.403	OK
CUFF.1673	-	-	CUFF.1673	-	-	ENSMUST00000176740	6-494	-	431.873	59.52875951	178.843	447.109	OK
CUFF.2773	-	-	CUFF.2773	-	-	ENSMUST00000119172	28-516	-	431.873	59.52875951	178.843	447.109	OK
CUFF.1083	-	-	CUFF.1083	-	-	ENSMUST00000162031	181-471	-	432.378	59.59836799	68.3978	328.31	OK
CUFF.1061	-	-	CUFF.1061	-	-	ENSMUST00000134328	25-659	-	432.847	59.66301429	225.26	506.834	OK
CUFF.1519	-	-	CUFF.1519	-	-	ENSMUST00000086112	15-429	-	432.875	59.66687377	143.735	402.457	OK
CUFF.1897	-	-	CUFF.1897	-	-	ENSMUST00000177046	7-549	-	433.294	59.72462813	197.622	453.798	OK
CUFF.2037	-	-	CUFF.2037	-	-	ENSMUST00000081894	3-435	-	433.542	59.7588121	156.112	422.42	OK
CUFF.2052	-	-	CUFF.2052	-	-	ENSMUST00000034896	1109-1429	-	433.734	59.7852771	99.1768	359.516	OK
CUFF.865	-	-	CUFF.865	-	-	ENSMUST00000018905	130-440	-	434.176	59.84620175	76.7821	345.519	OK
CUFF.1199	-	-	CUFF.1199	-	-	ENSMUST00000030078	0-614	-	434.607	59.90561018	219.675	452.272	OK
CUFF.1261	-	-	CUFF.1261	-	-	ENSMUST00000154595	13-352	-	434.611	59.90616153	105.321	351.068	OK
CUFF.1964	-	-	CUFF.1964	-	-	ENSMUST00000030914	18-577	-	434.891	59.94475634	205.805	482.578	OK
CUFF.1910	-	-	CUFF.1910	-	-	ENSMUST00000015622	10-523	-	435.438	60.02015404	193.327	448.519	OK
CUFF.851	-	-	CUFF.851	-	-	ENSMUST00000073791	0-485	-	436.471	60.16254129	179.95	449.874	OK
CUFF.819	-	-	CUFF.819	-	-	ENSMUST00000052867	96-385	-	436.513	60.16833051	68.6345	329.446	OK
CUFF.1646	-	-	CUFF.1646	-	-	ENSMUST00000131070	452-741	-	436.513	60.16833051	68.6345	329.446	OK
CUFF.527	-	-	CUFF.527	-	-	ENSMUST00000066529	17-1601	-	436.713	60.19589822	330.589	503.398	OK
CUFF.2141	-	-	CUFF.2141	-	-	ENSMUST00000027781	19-338	-	437.167	60.25847694	99.4877	360.643	OK
CUFF.419	-	-	CUFF.419	-	-	ENSMUST00000123686	56-394	-	437.679	60.32905029	105.632	352.107	OK
CUFF.948	-	-	CUFF.948	-	-	ENSMUST00000094004	967-1266	-	437.745	60.33814763	79.6068	305.159	OK
CUFF.1404	-	-	CUFF.1404	-	-	ENSMUST00000005067	648-947	-	437.745	60.33814763	79.6068	305.159	OK
CUFF.1518	-	-	CUFF.1518	-	-	ENSMUST00000043915	192-491	-	437.745	60.33814763	79.6068	305.159	OK
CUFF.295	-	-	CUFF.295	-	-	ENSMUST00000122348	144-453	-	437.832	60.35013959	77.0305	346.637	OK
CUFF.1284	-	-	CUFF.1284	-	-	ENSMUST00000189300	105-480	-	438.12	60.3898371	126.946	391.418	OK
CUFF.1264	-	-	CUFF.1264	-	-	ENSMUST00000071555	6-408	-	438.962	60.50589718	148.025	394.734	OK
CUFF.1156	-	-	CUFF.1156	-	-	ENSMUST00000022803	4-794	-	439.465	60.57522998	261.124	472.032	OK
CUFF.1927	-	-	CUFF.1927	-	-	ENSMUST00000046212	24-1482	-	439.466	60.57536782	326.508	492.483	OK
CUFF.231	-	-	CUFF.231	-	-	ENSMUST00000040990	1-772	-	440.198	60.67626566	257.268	483.664	OK
CUFF.2313	-	-	CUFF.2313	-	-	ENSMUST00000074976	2-367	-	440.257	60.68439814	119.556	380.404	OK
CUFF.37	-	-	CUFF.37	-	-	ENSMUST00000022419	2-376	-	440.647	60.73815518	127.286	392.464	OK
CUFF.500	-	-	CUFF.500	-	-	ENSMUST00000086058	2-320	-	440.648	60.73829302	99.8006	361.777	OK
CUFF.1340	-	-	CUFF.1340	-	-	ENSMUST00000146927	44-362	-	440.648	60.73829302	99.8006	361.777	OK
CUFF.1494	-	-	CUFF.1494	-	-	ENSMUST00000021800	0-1022	-	440.916	60.77523376	295.007	492.973	OK
CUFF.2524	-	-	CUFF.2524	-	-	ENSMUST00000136872	2-907	-	440.938	60.77826621	280.544	504.103	OK
CUFF.864	-	-	CUFF.864	-	-	ENSMUST00000024897	337-729	-	441.071	60.79659874	141.681	384.563	OK
CUFF.1277	-	-	CUFF.1277	-	-	ENSMUST00000015100	10-308	-	441.697	60.88288569	79.874	306.184	OK
CUFF.1129	-	-	CUFF.1129	-	-	ENSMUST00000061156	13-764	-	441.785	60.89501548	258.837	517.674	OK
CUFF.1539	-	-	CUFF.1539	-	-	ENSMUST00000113091	0-742	-	441.802	60.89735874	256.63	497.221	OK
CUFF.2465	-	-	CUFF.2465	-	-	ENSMUST00000047356	6-837	-	442.36	60.97427266	272.11	501.255	OK
CUFF.613	-	-	CUFF.613	-	-	ENSMUST00000019354	11-662	-	442.993	61.06152448	237.659	457.036	OK
CUFF.1739	-	-	CUFF.1739	-	-	ENSMUST00000040440	2-447	-	443.051	61.06951912	169.381	418.994	OK
CUFF.461	-	-	CUFF.461	-	-	ENSMUST00000185641	6-415	-	443.363	61.11252476	145.492	407.377	OK
CUFF.631	-	-	CUFF.631	-	-	ENSMUST00000039763	19-419	-	443.402	61.11790046	148.765	396.707	OK
CUFF.2634	-	-	CUFF.2634	-	-	ENSMUST00000115349	944-1280	-	443.935	61.19136842	106.261	354.203	OK
CUFF.184	-	-	CUFF.184	-	-	ENSMUST00000045903	2487-2774	-	444.983	61.33582325	69.1128	331.741	OK
CUFF.2330	-	-	CUFF.2330	-	-	ENSMUST00000063690	7-361	-	445.345	61.38572081	123.271	381.018	OK
CUFF.363	-	-	CUFF.363	-	-	ENSMUST00000032825	19-436	-	445.37	61.38916678	152.214	447.128	OK
CUFF.2096	-	-	CUFF.2096	-	-	ENSMUST00000177850	216-615	-	445.655	61.42845077	149.138	397.702	OK
CUFF.77	-	-	CUFF.77	-	-	ENSMUST00000062045	1-648	-	446.986	61.61191392	239.128	459.862	OK
CUFF.1536	-	-	CUFF.1536	-	-	ENSMUST00000113089	8-717	-	447.098	61.62735184	251.789	464.411	OK
CUFF.2689	-	-	CUFF.2689	-	-	ENSMUST00000031627	28-524	-	447.173	61.63768973	191.955	439.897	OK
CUFF.31	-	-	CUFF.31	-	-	ENSMUST00000003079	6-1237	-	447.752	61.71749827	319.042	502.732	OK
CUFF.447	-	-	CUFF.447	-	-	ENSMUST00000108707	2-595	-	447.845	61.73031725	220.765	468.289	OK
CUFF.1553	-	-	CUFF.1553	-	-	ENSMUST00000154330	42-502	-	448.069	61.7611931	181.106	431.204	OK
CUFF.2306	-	-	CUFF.2306	-	-	ENSMUST00000119227	0-353	-	448.228	61.78310943	123.62	382.098	OK
CUFF.414	-	-	CUFF.414	-	-	ENSMUST00000057649	47-353	-	449.129	61.90730199	77.7858	350.036	OK
CUFF.1909	-	-	CUFF.1909	-	-	ENSMUST00000006462	500-806	-	449.129	61.90730199	77.7858	350.036	OK
CUFF.2242	-	-	CUFF.2242	-	-	ENSMUST00000082424	5-1135	-	449.462	61.95320223	312.451	509.049	OK
CUFF.2083	-	-	CUFF.2083	-	-	ENSMUST00000050201	75-371	-	449.784	61.99758625	80.4136	308.252	OK
CUFF.2275	-	-	CUFF.2275	-	-	ENSMUST00000171419	24-791	-	450.358	62.0767056	263.782	506.875	OK
CUFF.2123	-	-	CUFF.2123	-	-	ENSMUST00000114897	0-441	-	450.504	62.09683003	170.917	422.795	OK
CUFF.214	-	-	CUFF.214	-	-	ENSMUST00000180086	176-564	-	450.543	62.10220573	143.142	388.528	OK
CUFF.2564	-	-	CUFF.2564	-	-	ENSMUST00000143108	16-545	-	450.585	62.10799495	202.478	464.95	OK
CUFF.1921	-	-	CUFF.1921	-	-	ENSMUST00000020446	339-700	-	451.168	62.18835484	120.88	384.619	OK
CUFF.1162	-	-	CUFF.1162	-	-	ENSMUST00000116560	40-673	-	452.317	62.34673137	238.15	457.498	OK
CUFF.1520	-	-	CUFF.1520	-	-	ENSMUST00000002091	11-714	-	452.465	62.36713148	253.938	468.374	OK
CUFF.555	-	-	CUFF.555	-	-	ENSMUST00000048490	131-455	-	452.815	62.41537498	97.9524	355.078	OK
CUFF.1625	-	-	CUFF.1625	-	-	ENSMUST00000137321	283-749	-	452.935	62.43191561	178.774	425.652	OK
CUFF.2479	-	-	CUFF.2479	-	-	ENSMUST00000034466	1060-1345	-	453.731	62.54163512	69.5978	334.069	OK
CUFF.1812	-	-	CUFF.1812	-	-	ENSMUST00000105613	655-950	-	453.923	62.56810012	80.6862	309.297	OK
CUFF.2354	-	-	CUFF.2354	-	-	ENSMUST00000030642	16-577	-	454.637	62.66651687	219.214	473.786	OK
CUFF.2692	-	-	CUFF.2692	-	-	ENSMUST00000156816	516-830	-	455.077	62.72716584	101.072	366.386	OK
CUFF.2811	-	-	CUFF.2811	-	-	ENSMUST00000142152	17-551	-	455.768	62.8224123	208.011	468.026	OK
CUFF.609	-	-	CUFF.609	-	-	ENSMUST00000106720	5-652	-	455.926	62.84419079	245.26	478.256	OK
CUFF.694	-	-	CUFF.694	-	-	ENSMUST00000023214	4-1486	-	456.036	62.85935303	339.958	513.953	OK
CUFF.1916	-	-	CUFF.1916	-	-	ENSMUST00000110619	1-305	-	456.943	62.98437262	78.2975	352.339	OK
CUFF.1981	-	-	CUFF.1981	-	-	ENSMUST00000052885	1380-1712	-	456.949	62.98519965	107.541	358.47	OK
CUFF.666	-	-	CUFF.666	-	-	ENSMUST00000042818	36-386	-	457.09	63.00463489	124.679	385.373	OK
CUFF.842	-	-	CUFF.842	-	-	ENSMUST00000169687	1833-2183	-	457.09	63.00463489	124.679	385.373	OK
CUFF.183	-	-	CUFF.183	-	-	ENSMUST00000045903	1394-1678	-	458.212	63.15928978	69.8428	335.246	OK
CUFF.1431	-	-	CUFF.1431	-	-	ENSMUST00000107818	786-1070	-	458.212	63.15928978	69.8428	335.246	OK
CUFF.2728	-	-	CUFF.2728	-	-	ENSMUST00000016672	0-1155	-	458.497	63.19857377	319.427	511.77	OK
CUFF.2361	-	-	CUFF.2361	-	-	ENSMUST00000003964	228-604	-	458.547	63.2054657	137.159	379.826	OK
CUFF.430	-	-	CUFF.430	-	-	ENSMUST00000002818	218-540	-	459.858	63.38617207	98.5608	357.283	OK
CUFF.2454	-	-	CUFF.2454	-	-	ENSMUST00000079644	616-965	-	460.116	63.42173443	125.037	386.477	OK
CUFF.1286	-	-	CUFF.1286	-	-	ENSMUST00000018430	1-695	-	460.763	63.51091598	257.231	474.448	OK
CUFF.227	-	-	CUFF.227	-	-	ENSMUST00000070481	537-840	-	460.939	63.53517557	78.5559	353.502	OK
CUFF.1613	-	-	CUFF.1613	-	-	ENSMUST00000126116	105-721	-	461.335	63.58975965	238.282	450.804	OK
CUFF.2299	-	-	CUFF.2299	-	-	ENSMUST00000008684	4-448	-	461.368	63.59430832	178.697	473.547	OK
CUFF.2240	-	-	CUFF.2240	-	-	ENSMUST00000159216	47-1143	-	462.136	63.70016835	318.524	517.602	OK
CUFF.1507	-	-	CUFF.1507	-	-	ENSMUST00000043757	542-835	-	462.396	63.73600638	81.237	311.408	OK
CUFF.1617	-	-	CUFF.1617	-	-	ENSMUST00000185148	2-295	-	462.396	63.73600638	81.237	311.408	OK
CUFF.493	-	-	CUFF.493	-	-	ENSMUST00000058183	530-813	-	462.767	63.78714449	70.0896	336.43	OK
CUFF.695	-	-	CUFF.695	-	-	ENSMUST00000021512	19-1002	-	462.969	63.81498788	306.712	512.531	OK
CUFF.1157	-	-	CUFF.1157	-	-	ENSMUST00000030361	33-433	-	463.557	63.89603697	148.765	416.543	OK
CUFF.2084	-	-	CUFF.2084	-	-	ENSMUST00000014750	39-378	-	463.585	63.89989645	117.023	362.771	OK
CUFF.173	-	-	CUFF.173	-	-	ENSMUST00000056578	0-365	-	464.716	64.05579188	130.424	402.142	OK
CUFF.260	-	-	CUFF.260	-	-	ENSMUST00000024954	15-380	-	464.716	64.05579188	130.424	402.142	OK
CUFF.1058	-	-	CUFF.1058	-	-	ENSMUST00000163279	1-1083	-	464.984	64.09273262	318.979	531.632	OK
CUFF.1093	-	-	CUFF.1093	-	-	ENSMUST00000038377	133-515	-	465.513	64.16564922	145.39	394.63	OK
CUFF.1691	-	-	CUFF.1691	-	-	ENSMUST00000076694	19-1057	-	465.732	64.19583587	313.391	519.771	OK
CUFF.1221	-	-	CUFF.1221	-	-	ENSMUST00000028222	389-788	-	465.912	64.22064681	149.138	417.587	OK
CUFF.1358	-	-	CUFF.1358	-	-	ENSMUST00000074556	2-375	-	466.529	64.30569322	138.263	382.881	OK
CUFF.2136	-	-	CUFF.2136	-	-	ENSMUST00000125184	13-386	-	466.529	64.30569322	138.263	382.881	OK
CUFF.465	-	-	CUFF.465	-	-	ENSMUST00000064709	755-1047	-	466.733	64.33381229	81.5152	312.475	OK
CUFF.1892	-	-	CUFF.1892	-	-	ENSMUST00000153723	246-538	-	466.733	64.33381229	81.5152	312.475	OK
CUFF.2449	-	-	CUFF.2449	-	-	ENSMUST00000030125	90-582	-	467.106	64.38522608	201.579	467.663	OK
CUFF.1163	-	-	CUFF.1163	-	-	ENSMUST00000036584	1183-1607	-	467.209	64.39942345	168.413	411.677	OK
CUFF.2236	-	-	CUFF.2236	-	-	ENSMUST00000133602	0-424	-	467.209	64.39942345	168.413	411.677	OK
CUFF.1962	-	-	CUFF.1962	-	-	ENSMUST00000102536	3-511	-	468.617	64.59350016	203.039	460.743	OK
CUFF.455	-	-	CUFF.455	-	-	ENSMUST00000072948	428-729	-	469.114	64.66200594	79.0779	355.85	OK
CUFF.1895	-	-	CUFF.1895	-	-	ENSMUST00000034808	0-795	-	469.272	64.68378443	284.432	523.953	OK
CUFF.1657	-	-	CUFF.1657	-	-	ENSMUST00000097473	3-519	-	469.314	64.68957365	207.579	476.664	OK
CUFF.204	-	-	CUFF.204	-	-	ENSMUST00000007865	0-423	-	469.332	64.69205475	168.812	412.651	OK
CUFF.2336	-	-	CUFF.2336	-	-	ENSMUST00000133044	6-513	-	470.159	64.80604725	203.44	461.652	OK
CUFF.1142	-	-	CUFF.1142	-	-	ENSMUST00000033131	0-473	-	470.594	64.86600703	192.902	452.901	OK
CUFF.1094	-	-	CUFF.1094	-	-	ENSMUST00000021942	38-366	-	470.673	64.87689628	108.853	362.842	OK
CUFF.988	-	-	CUFF.988	-	-	ENSMUST00000169826	4-401	-	470.694	64.87979089	149.889	419.69	OK
CUFF.2024	-	-	CUFF.2024	-	-	ENSMUST00000027975	0-1017	-	472.875	65.18041682	319.862	522.702	OK
CUFF.657	-	-	CUFF.657	-	-	ENSMUST00000090170	7-394	-	474.543	65.41033157	153.763	410.033	OK
CUFF.2015	-	-	CUFF.2015	-	-	ENSMUST00000047429	0-318	-	474.544	65.41046941	99.8006	361.777	OK
CUFF.1467	-	-	CUFF.1467	-	-	ENSMUST00000022867	21-311	-	475.616	65.55823236	82.0774	314.63	OK
CUFF.1670	-	-	CUFF.1670	-	-	ENSMUST00000150204	175-465	-	475.616	65.55823236	82.0774	314.63	OK
CUFF.981	-	-	CUFF.981	-	-	ENSMUST00000180140	0-361	-	476.233	65.64327876	131.869	406.598	OK
CUFF.53	-	-	CUFF.53	-	-	ENSMUST00000134715	21-301	-	476.89	65.73383871	70.8406	340.035	OK
CUFF.1399	-	-	CUFF.1399	-	-	ENSMUST00000107583	47-327	-	476.89	65.73383871	70.8406	340.035	OK
CUFF.1940	-	-	CUFF.1940	-	-	ENSMUST00000040992	1971-2251	-	476.89	65.73383871	70.8406	340.035	OK
CUFF.2750	-	-	CUFF.2750	-	-	ENSMUST00000188282	22-321	-	477.54	65.82343378	79.6068	358.231	OK
CUFF.2787	-	-	CUFF.2787	-	-	ENSMUST00000112862	157-456	-	477.54	65.82343378	79.6068	358.231	OK
CUFF.824	-	-	CUFF.824	-	-	ENSMUST00000070878	38-364	-	477.817	65.86161507	109.52	365.068	OK
CUFF.2480	-	-	CUFF.2480	-	-	ENSMUST00000034466	1712-2020	-	478.337	65.93329113	103.041	373.523	OK
CUFF.18	-	-	CUFF.18	-	-	ENSMUST00000113673	32-409	-	478.741	65.98897791	147.318	399.864	OK
CUFF.228	-	-	CUFF.228	-	-	ENSMUST00000065005	516-918	-	478.868	66.00648341	157.893	463.812	OK
