tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length1	length2	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status	TPM
CUFF.17619	-	-	CUFF.17619	-	-	ENSCAFT00000027316	5-943	ENSCAFT00000027316:5-943	-	10.9808	6.97307	12.2029	OK	1.409117211
CUFF.2387	-	-	CUFF.2387	-	-	ENSCAFT00000031273	14-1756	ENSCAFT00000031273:14-1756	-	10.9817	8.44814	12.328	OK	1.409232704
CUFF.15968	-	-	CUFF.15968	-	-	ENSCAFT00000021387	120-889	ENSCAFT00000021387:120-889	-	10.9853	6.37913	11.766	OK	1.409694676
CUFF.8056	-	-	CUFF.8056	-	-	ENSCAFT00000036772	1-1544	ENSCAFT00000036772:1-1544	-	10.9855	8.19535	13.4234	OK	1.409720341
CUFF.7825	-	-	CUFF.7825	-	-	ENSCAFT00000030162	6-1539	ENSCAFT00000030162:6-1539	-	10.9862	8.1777	13.2977	OK	1.409810169
CUFF.13899	-	-	CUFF.13899	-	-	ENSCAFT00000046533	7034-7654	ENSCAFT00000046533:7034-7654	-	10.9892	5.62644	12.8353	OK	1.410195145
CUFF.9069	-	-	CUFF.9069	-	-	ENSCAFT00000019618	5-1854	ENSCAFT00000019618:5-1854	-	10.9964	8.54883	12.5579	OK	1.411119089
CUFF.10115	-	-	CUFF.10115	-	-	ENSCAFT00000043268	1044-1515	ENSCAFT00000043268:1044-1515	-	10.9974	4.39752	10.8781	OK	1.411247415
CUFF.14385	-	-	CUFF.14385	-	-	ENSCAFT00000004603	707-1168	ENSCAFT00000004603:707-1168	-	11.0011	4.25645	10.4046	OK	1.411722219
CUFF.14838	-	-	CUFF.14838	-	-	ENSCAFT00000048521	607-1167	ENSCAFT00000048521:607-1167	-	11.0039	5.06129	11.4852	OK	1.412081531
CUFF.17191	-	-	CUFF.17191	-	-	ENSCAFT00000014022	268-1353	ENSCAFT00000014022:268-1353	-	11.0046	7.43494	12.2576	OK	1.412171359
CUFF.7031	-	-	CUFF.7031	-	-	ENSCAFT00000020424	336-1886	ENSCAFT00000020424:336-1886	-	11.0094	8.22867	13.5738	OK	1.412787321
CUFF.2929	-	-	CUFF.2929	-	-	ENSCAFT00000007107	564-1005	ENSCAFT00000007107:564-1005	-	11.0095	3.9551	11.6181	OK	1.412800154
CUFF.16485	-	-	CUFF.16485	-	-	ENSCAFT00000047234	Feb-48	ENSCAFT00000047234:2-1948	-	11.0098	8.62687	12.8843	OK	1.412838652
CUFF.16638	-	-	CUFF.16638	-	-	ENSCAFT00000008423	1354-1674	ENSCAFT00000008423:1354-1674	-	11.0127	2.04398	9.19791	OK	1.413210796
CUFF.4587	-	-	CUFF.4587	-	-	ENSCAFT00000049986	683-1282	ENSCAFT00000049986:683-1282	-	11.0214	5.45972	11.8294	OK	1.414327228
CUFF.1603	-	-	CUFF.1603	-	-	ENSCAFT00000022143	14-880	ENSCAFT00000022143:14-880	-	11.0223	6.79754	12.588	OK	1.414442721
CUFF.3360	-	-	CUFF.3360	-	-	ENSCAFT00000044461	6-961	ENSCAFT00000044461:6-961	-	11.0225	7.07724	12.4422	OK	1.414468386
CUFF.1401	-	-	CUFF.1401	-	-	ENSCAFT00000002828	23-1146	ENSCAFT00000002828:23-1146	-	11.024	7.57165	12.4253	OK	1.414660874
CUFF.10791	-	-	CUFF.10791	-	-	ENSCAFT00000023904	1271-1860	ENSCAFT00000023904:1271-1860	-	11.0245	5.36733	12.5855	OK	1.414725037
CUFF.17570	-	-	CUFF.17570	-	-	ENSCAFT00000026100	123-1147	ENSCAFT00000026100:123-1147	-	11.0256	7.34556	12.2426	OK	1.414866195
CUFF.21152	-	-	CUFF.21152	-	-	ENSCAFT00000047780	4-1799	ENSCAFT00000047780:4-1799	-	11.027	8.50235	12.4499	OK	1.415045851
CUFF.20855	-	-	CUFF.20855	-	-	ENSCAFT00000017126	1395-1796	ENSCAFT00000017126:1395-1796	-	11.0276	3.53407	9.78664	OK	1.415122846
CUFF.215	-	-	CUFF.215	-	-	ENSCAFT00000009725	Oct-34	ENSCAFT00000009725:10-2734	-	11.0282	9.1644	12.6861	OK	1.415199842
CUFF.16877	-	-	CUFF.16877	-	-	ENSCAFT00000045491	10-371	ENSCAFT00000045491:10-371	-	11.0284	3.01973	9.36117	OK	1.415225507
CUFF.18130	-	-	CUFF.18130	-	-	ENSCAFT00000048397	274-635	ENSCAFT00000048397:274-635	-	11.0284	3.01973	9.36117	OK	1.415225507
CUFF.21537	-	-	CUFF.21537	-	-	ENSCAFT00000010819	0-1429	ENSCAFT00000010819:0-1429	-	11.029	8.08629	12.5871	OK	1.415302502
CUFF.18343	-	-	CUFF.18343	-	-	ENSCAFT00000020097	0-1083	ENSCAFT00000020097:0-1083	-	11.0296	7.44867	12.2802	OK	1.415379497
CUFF.5988	-	-	CUFF.5988	-	-	ENSCAFT00000015119	1883-2709	ENSCAFT00000015119:1883-2709	-	11.0301	6.59881	12.4058	OK	1.41544366
CUFF.4568	-	-	CUFF.4568	-	-	ENSCAFT00000014915	37-606	ENSCAFT00000014915:37-606	-	11.0312	5.17282	11.8783	OK	1.415584818
CUFF.8849	-	-	CUFF.8849	-	-	ENSCAFT00000045565	Apr-94	ENSCAFT00000045565:4-2994	-	11.0317	9.29704	12.5054	OK	1.415648981
CUFF.12922	-	-	CUFF.12922	-	-	ENSCAFT00000043746	27-843	ENSCAFT00000043746:27-843	-	11.0322	6.54608	12.5578	OK	1.415713144
CUFF.11412	-	-	CUFF.11412	-	-	ENSCAFT00000013788	1856-2227	ENSCAFT00000013788:1856-2227	-	11.0324	3.23217	9.99035	OK	1.415738809
CUFF.14911	-	-	CUFF.14911	-	-	ENSCAFT00000003560	1318-1699	ENSCAFT00000003560:1318-1699	-	11.0328	3.14734	10.0143	OK	1.415790139
CUFF.12996	-	-	CUFF.12996	-	-	ENSCAFT00000001128	0-1221	ENSCAFT00000001128:0-1221	-	11.0336	7.76746	12.9458	OK	1.4158928
CUFF.16995	-	-	CUFF.16995	-	-	ENSCAFT00000011966	Feb-50	ENSCAFT00000011966:2-3050	-	11.0367	9.33472	12.5536	OK	1.416290609
CUFF.12590	-	-	CUFF.12590	-	-	ENSCAFT00000020683	917-2266	ENSCAFT00000020683:917-2266	-	11.0379	8.00016	12.6063	OK	1.4164446
CUFF.4770	-	-	CUFF.4770	-	-	ENSCAFT00000035169	413-883	ENSCAFT00000035169:413-883	-	11.0386	4.40688	10.9012	OK	1.416534427
CUFF.1547	-	-	CUFF.1547	-	-	ENSCAFT00000013318	169-1034	ENSCAFT00000013318:169-1034	-	11.039	6.80539	12.6026	OK	1.416585758
CUFF.2381	-	-	CUFF.2381	-	-	ENSCAFT00000045187	43-352	ENSCAFT00000045187:43-352	-	11.0405	2.11674	8.11419	OK	1.416778246
CUFF.7067	-	-	CUFF.7067	-	-	ENSCAFT00000042968	1721-2030	ENSCAFT00000042968:1721-2030	-	11.0405	2.11674	8.11419	OK	1.416778246
CUFF.7716	-	-	CUFF.7716	-	-	ENSCAFT00000020992	471-780	ENSCAFT00000020992:471-780	-	11.0405	2.11674	8.11419	OK	1.416778246
CUFF.9589	-	-	CUFF.9589	-	-	ENSCAFT00000045038	2262-2571	ENSCAFT00000045038:2262-2571	-	11.0405	2.11674	8.11419	OK	1.416778246
CUFF.11631	-	-	CUFF.11631	-	-	ENSCAFT00000044812	1013-1322	ENSCAFT00000044812:1013-1322	-	11.0405	2.11674	8.11419	OK	1.416778246
CUFF.7963	-	-	CUFF.7963	-	-	ENSCAFT00000003678	7-1711	ENSCAFT00000003678:7-1711	-	11.0419	8.44462	12.8588	OK	1.416957902
CUFF.21289	-	-	CUFF.21289	-	-	ENSCAFT00000008599	224-2382	ENSCAFT00000008599:224-2382	-	11.0427	8.8402	12.8814	OK	1.417060562
CUFF.946	-	-	CUFF.946	-	-	ENSCAFT00000000067	29-Oct	ENSCAFT00000000067:10-3629	-	11.0428	9.51862	12.3802	OK	1.417073395
CUFF.6455	-	-	CUFF.6455	-	-	ENSCAFT00000018740	2260-3105	ENSCAFT00000018740:2260-3105	-	11.0433	6.70845	12.1268	OK	1.417137557
CUFF.16521	-	-	CUFF.16521	-	-	ENSCAFT00000004380	Feb-59	ENSCAFT00000004380:2-3759	-	11.0434	9.54619	12.4768	OK	1.41715039
CUFF.9670	-	-	CUFF.9670	-	-	ENSCAFT00000028442	23-858	ENSCAFT00000028442:23-858	-	11.0455	6.65824	12.7943	OK	1.417419874
CUFF.11380	-	-	CUFF.11380	-	-	ENSCAFT00000045247	28-1011	ENSCAFT00000045247:28-1011	-	11.0461	7.20834	12.8641	OK	1.417496869
CUFF.3798	-	-	CUFF.3798	-	-	ENSCAFT00000022238	Aug-68	ENSCAFT00000022238:8-1968	-	11.0462	8.67649	12.9035	OK	1.417509702
CUFF.7478	-	-	CUFF.7478	-	-	ENSCAFT00000048586	1475-1773	ENSCAFT00000048586:1475-1773	-	11.047	1.82907	8.77952	OK	1.417612362
CUFF.13891	-	-	CUFF.13891	-	-	ENSCAFT00000047952	979-1277	ENSCAFT00000047952:979-1277	-	11.047	1.82907	8.77952	OK	1.417612362
CUFF.14745	-	-	CUFF.14745	-	-	ENSCAFT00000035720	1563-1861	ENSCAFT00000035720:1563-1861	-	11.047	1.82907	8.77952	OK	1.417612362
CUFF.20678	-	-	CUFF.20678	-	-	ENSCAFT00000015231	28-2195	ENSCAFT00000015231:28-2195	-	11.0476	8.85379	12.9285	OK	1.417689357
CUFF.9926	-	-	CUFF.9926	-	-	ENSCAFT00000007945	2678-3276	ENSCAFT00000007945:2678-3276	-	11.0493	5.46885	11.8492	OK	1.417907511
CUFF.16743	-	-	CUFF.16743	-	-	ENSCAFT00000011893	558-2034	ENSCAFT00000011893:558-2034	-	11.0499	8.19808	12.9249	OK	1.417984506
CUFF.2901	-	-	CUFF.2901	-	-	ENSCAFT00000014685	25-840	ENSCAFT00000014685:25-840	-	11.0502	6.55412	12.5732	OK	1.418023004
CUFF.18581	-	-	CUFF.18581	-	-	ENSCAFT00000010134	Oct-94	ENSCAFT00000010134:10-3094	-	11.0502	9.33179	12.6191	OK	1.418023004
CUFF.14407	-	-	CUFF.14407	-	-	ENSCAFT00000048787	1-1250	ENSCAFT00000048787:1-1250	-	11.0509	7.85517	12.9174	OK	1.418112832
CUFF.10482	-	-	CUFF.10482	-	-	ENSCAFT00000028683	3-739	ENSCAFT00000028683:3-739	-	11.0519	6.22081	12.4416	OK	1.418241157
CUFF.12160	-	-	CUFF.12160	-	-	ENSCAFT00000003218	60-2019	ENSCAFT00000003218:60-2019	-	11.0525	8.68092	12.9101	OK	1.418318153
CUFF.7205	-	-	CUFF.7205	-	-	ENSCAFT00000044477	71-1645	ENSCAFT00000044477:71-1645	-	11.0552	8.31098	12.5357	OK	1.418664632
CUFF.51	-	-	CUFF.51	-	-	ENSCAFT00000047362	3-443	ENSCAFT00000047362:3-443	-	11.056	3.96408	11.6445	OK	1.418767292
CUFF.16207	-	-	CUFF.16207	-	-	ENSCAFT00000023129	45-3571	ENSCAFT00000023129:45-3571	-	11.0566	9.49143	12.3358	OK	1.418844287
CUFF.12382	-	-	CUFF.12382	-	-	ENSCAFT00000026752	1-1624	ENSCAFT00000026752:1-1624	-	11.0576	8.3959	12.7618	OK	1.418972613
CUFF.16727	-	-	CUFF.16727	-	-	ENSCAFT00000030632	2125-3876	ENSCAFT00000030632:2125-3876	-	11.0587	8.52923	12.3269	OK	1.419113771
CUFF.12652	-	-	CUFF.12652	-	-	ENSCAFT00000047920	35-2249	ENSCAFT00000047920:35-2249	-	11.0604	8.91203	13.1465	OK	1.419331924
CUFF.3164	-	-	CUFF.3164	-	-	ENSCAFT00000002391	Jun-73	ENSCAFT00000002391:6-1973	-	11.0642	8.70103	12.9684	OK	1.419819561
CUFF.11449	-	-	CUFF.11449	-	-	ENSCAFT00000014395	Dec-73	ENSCAFT00000014395:12-2373	-	11.0647	9.00356	12.882	OK	1.419883724
CUFF.8320	-	-	CUFF.8320	-	-	ENSCAFT00000022962	24-838	ENSCAFT00000022962:24-838	-	11.0683	6.56217	12.5886	OK	1.420345696
CUFF.2614	-	-	CUFF.2614	-	-	ENSCAFT00000031070	333-753	ENSCAFT00000031070:333-753	-	11.0696	3.8933	10.3821	OK	1.420512519
CUFF.20144	-	-	CUFF.20144	-	-	ENSCAFT00000030482	0-420	ENSCAFT00000030482:0-420	-	11.0696	3.8933	10.3821	OK	1.420512519
CUFF.9006	-	-	CUFF.9006	-	-	ENSCAFT00000013073	16-1017	ENSCAFT00000013073:16-1017	-	11.0702	7.29653	12.7417	OK	1.420589515
CUFF.13826	-	-	CUFF.13826	-	-	ENSCAFT00000018353	27-959	ENSCAFT00000018353:27-959	-	11.0712	7.01796	12.2814	OK	1.42071784
CUFF.4404	-	-	CUFF.4404	-	-	ENSCAFT00000004775	2724-3193	ENSCAFT00000004775:2724-3193	-	11.0802	4.41628	10.9245	OK	1.42187277
CUFF.18752	-	-	CUFF.18752	-	-	ENSCAFT00000024193	48-1186	ENSCAFT00000024193:48-1186	-	11.0804	7.66343	12.6447	OK	1.421898435
CUFF.7587	-	-	CUFF.7587	-	-	ENSCAFT00000028597	0-2840	ENSCAFT00000028597:0-2840	-	11.0805	9.28908	12.7437	OK	1.421911268
CUFF.5723	-	-	CUFF.5723	-	-	ENSCAFT00000027080	58-645	ENSCAFT00000027080:58-645	-	11.082	5.38562	12.6283	OK	1.422103756
CUFF.18009	-	-	CUFF.18009	-	-	ENSCAFT00000025948	336-736	ENSCAFT00000025948:336-736	-	11.0833	3.5429	9.81111	OK	1.42227058
CUFF.14356	-	-	CUFF.14356	-	-	ENSCAFT00000012257	20-1433	ENSCAFT00000012257:20-1433	-	11.0847	8.1007	12.5754	OK	1.422450235
CUFF.14243	-	-	CUFF.14243	-	-	ENSCAFT00000031477	386-2497	ENSCAFT00000031477:386-2497	-	11.0862	8.83046	12.8584	OK	1.422642724
CUFF.15891	-	-	CUFF.15891	-	-	ENSCAFT00000031259	Feb-55	ENSCAFT00000031259:2-3155	-	11.0874	9.40417	12.5158	OK	1.422796714
CUFF.18987	-	-	CUFF.18987	-	-	ENSCAFT00000030430	7-869	ENSCAFT00000030430:7-869	-	11.0893	6.82908	12.6464	OK	1.423040533
CUFF.8707	-	-	CUFF.8707	-	-	ENSCAFT00000026626	1-1384	ENSCAFT00000026626:1-1384	-	11.0894	8.11878	12.454	OK	1.423053365
CUFF.6479	-	-	CUFF.6479	-	-	ENSCAFT00000015997	1023-1413	ENSCAFT00000015997:1023-1413	-	11.0895	3.35423	10.3422	OK	1.423066198
CUFF.10883	-	-	CUFF.10883	-	-	ENSCAFT00000016078	0-2071	ENSCAFT00000016078:0-2071	-	11.0901	8.79047	12.7909	OK	1.423143193
CUFF.11456	-	-	CUFF.11456	-	-	ENSCAFT00000023657	4-1318	ENSCAFT00000023657:4-1318	-	11.0913	7.96437	12.6103	OK	1.423297184
CUFF.7834	-	-	CUFF.7834	-	-	ENSCAFT00000045195	3512-3862	ENSCAFT00000045195:3512-3862	-	11.0916	2.80317	9.34391	OK	1.423335682
CUFF.17798	-	-	CUFF.17798	-	-	ENSCAFT00000008225	11-361	ENSCAFT00000008225:11-361	-	11.0916	2.80317	9.34391	OK	1.423335682
CUFF.4460	-	-	CUFF.4460	-	-	ENSCAFT00000002416	1386-1746	ENSCAFT00000002416:1386-1746	-	11.0971	3.02812	9.38717	OK	1.424041472
CUFF.3467	-	-	CUFF.3467	-	-	ENSCAFT00000049428	14-384	ENSCAFT00000049428:14-384	-	11.0975	3.24091	10.0173	OK	1.424092802
CUFF.9150	-	-	CUFF.9150	-	-	ENSCAFT00000021413	Nov-61	ENSCAFT00000021413:11-3161	-	11.0986	9.41313	12.5278	OK	1.42423396
CUFF.1757	-	-	CUFF.1757	-	-	ENSCAFT00000008283	17-682	ENSCAFT00000008283:17-682	-	11.0987	5.90142	13.2782	OK	1.424246793
CUFF.9227	-	-	CUFF.9227	-	-	ENSCAFT00000000321	2629-2948	ENSCAFT00000000321:2629-2948	-	11.0999	2.05039	9.22675	OK	1.424400784
CUFF.14703	-	-	CUFF.14703	-	-	ENSCAFT00000007904	314-633	ENSCAFT00000007904:314-633	-	11.0999	2.05039	9.22675	OK	1.424400784
CUFF.19118	-	-	CUFF.19118	-	-	ENSCAFT00000002991	1566-2005	ENSCAFT00000002991:1566-2005	-	11.1029	3.97311	11.671	OK	1.42478576
CUFF.13478	-	-	CUFF.13478	-	-	ENSCAFT00000025666	3-491	ENSCAFT00000025666:3-491	-	11.1065	4.6911	11.1693	OK	1.425247732
CUFF.16857	-	-	CUFF.16857	-	-	ENSCAFT00000042794	518-1006	ENSCAFT00000042794:518-1006	-	11.1065	4.6911	11.1693	OK	1.425247732
CUFF.17912	-	-	CUFF.17912	-	-	ENSCAFT00000028681	Apr-58	ENSCAFT00000028681:4-3358	-	11.1066	9.49064	12.2858	OK	1.425260565
CUFF.5516	-	-	CUFF.5516	-	-	ENSCAFT00000049785	0-1440	ENSCAFT00000049785:0-1440	-	11.1072	8.17592	12.7938	OK	1.42533756
CUFF.1671	-	-	CUFF.1671	-	-	ENSCAFT00000009890	2-1373	ENSCAFT00000009890:2-1373	-	11.11	8.11033	12.404	OK	1.425696872
CUFF.7332	-	-	CUFF.7332	-	-	ENSCAFT00000017683	123-1425	ENSCAFT00000017683:123-1425	-	11.1132	7.95405	12.559	OK	1.426107513
CUFF.1003	-	-	CUFF.1003	-	-	ENSCAFT00000044366	6-690	ENSCAFT00000044366:6-690	-	11.1135	6.05624	11.6344	OK	1.426146011
CUFF.1907	-	-	CUFF.1907	-	-	ENSCAFT00000049082	278-2296	ENSCAFT00000049082:278-2296	-	11.1137	8.80526	13.0728	OK	1.426171676
CUFF.2913	-	-	CUFF.2913	-	-	ENSCAFT00000023038	6-1710	ENSCAFT00000023038:6-1710	-	11.1145	8.50859	12.9868	OK	1.426274337
CUFF.2962	-	-	CUFF.2962	-	-	ENSCAFT00000028162	16-1818	ENSCAFT00000028162:16-1818	-	11.1151	8.59032	12.583	OK	1.426351332
CUFF.7960	-	-	CUFF.7960	-	-	ENSCAFT00000003646	22-1716	ENSCAFT00000003646:22-1716	-	11.1159	8.49447	12.9348	OK	1.426453992
CUFF.6638	-	-	CUFF.6638	-	-	ENSCAFT00000045900	16-5436	ENSCAFT00000045900:16-5436	-	11.1172	9.93581	12.2689	OK	1.426620816
CUFF.17258	-	-	CUFF.17258	-	-	ENSCAFT00000016762	1840-2661	ENSCAFT00000016762:1840-2661	-	11.1194	6.639	12.4813	OK	1.426903132
CUFF.20258	-	-	CUFF.20258	-	-	ENSCAFT00000026230	86-2083	ENSCAFT00000026230:86-2083	-	11.1222	8.78867	12.992	OK	1.427262443
CUFF.14420	-	-	CUFF.14420	-	-	ENSCAFT00000002778	36-2895	ENSCAFT00000002778:36-2895	-	11.1244	9.3036	12.7734	OK	1.42754476
CUFF.12588	-	-	CUFF.12588	-	-	ENSCAFT00000020683	9-810	ENSCAFT00000020683:9-810	-	11.1267	6.66867	13.3373	OK	1.427839908
CUFF.14120	-	-	CUFF.14120	-	-	ENSCAFT00000029569	1455-3608	ENSCAFT00000029569:1455-3608	-	11.1269	8.91136	13.0126	OK	1.427865574
CUFF.18084	-	-	CUFF.18084	-	-	ENSCAFT00000048358	38-1466	ENSCAFT00000048358:38-1466	-	11.127	8.16829	12.7486	OK	1.427878406
CUFF.8127	-	-	CUFF.8127	-	-	ENSCAFT00000049146	2-1371	ENSCAFT00000049146:2-1371	-	11.1291	8.12217	12.4221	OK	1.42814789
CUFF.4584	-	-	CUFF.4584	-	-	ENSCAFT00000024677	10-517	ENSCAFT00000024677:10-517	-	11.1296	4.73032	11.8258	OK	1.428212053
CUFF.13252	-	-	CUFF.13252	-	-	ENSCAFT00000049424	0-889	ENSCAFT00000049424:0-889	-	11.1296	6.98954	12.8755	OK	1.428212053
CUFF.15344	-	-	CUFF.15344	-	-	ENSCAFT00000032080	0-1780	ENSCAFT00000032080:0-1780	-	11.1319	8.574	12.5548	OK	1.428507201
CUFF.12301	-	-	CUFF.12301	-	-	ENSCAFT00000043157	Sep-97	ENSCAFT00000043157:9-3297	-	11.1322	9.48222	12.2672	OK	1.428545699
CUFF.13720	-	-	CUFF.13720	-	-	ENSCAFT00000047567	18-2121	ENSCAFT00000047567:18-2121	-	11.1328	8.86405	12.9073	OK	1.428622694
CUFF.1652	-	-	CUFF.1652	-	-	ENSCAFT00000045631	100-408	ENSCAFT00000045631:100-408	-	11.1341	2.12362	8.14053	OK	1.428789518
CUFF.4156	-	-	CUFF.4156	-	-	ENSCAFT00000009193	2076-2384	ENSCAFT00000009193:2076-2384	-	11.1341	2.12362	8.14053	OK	1.428789518
CUFF.5878	-	-	CUFF.5878	-	-	ENSCAFT00000018447	43-3399	ENSCAFT00000018447:43-3399	-	11.1342	9.51746	12.311	OK	1.42880235
CUFF.17037	-	-	CUFF.17037	-	-	ENSCAFT00000016678	2-1429	ENSCAFT00000016678:2-1429	-	11.1361	8.17401	12.7576	OK	1.429046169
CUFF.6898	-	-	CUFF.6898	-	-	ENSCAFT00000002152	3840-4826	ENSCAFT00000002152:3840-4826	-	11.143	7.29697	13.2672	OK	1.429931615
CUFF.12938	-	-	CUFF.12938	-	-	ENSCAFT00000021759	27-Jan	ENSCAFT00000021759:1-2327	-	11.1445	9.0453	12.9353	OK	1.430124103
CUFF.3989	-	-	CUFF.3989	-	-	ENSCAFT00000019274	155-867	ENSCAFT00000019274:155-867	-	11.1447	6.27739	12.4017	OK	1.430149768
CUFF.5609	-	-	CUFF.5609	-	-	ENSCAFT00000006398	38-525	ENSCAFT00000006398:38-525	-	11.1457	4.70074	11.1922	OK	1.430278094
CUFF.20330	-	-	CUFF.20330	-	-	ENSCAFT00000035197	1904-2479	ENSCAFT00000035197:1904-2479	-	11.1465	5.30843	11.944	OK	1.430380754
CUFF.8784	-	-	CUFF.8784	-	-	ENSCAFT00000019011	661-958	ENSCAFT00000019011:661-958	-	11.1474	1.83522	8.80908	OK	1.430496247
CUFF.9425	-	-	CUFF.9425	-	-	ENSCAFT00000049192	2338-2635	ENSCAFT00000049192:2338-2635	-	11.1474	1.83522	8.80908	OK	1.430496247
CUFF.13625	-	-	CUFF.13625	-	-	ENSCAFT00000049933	25-322	ENSCAFT00000049933:25-322	-	11.1474	1.83522	8.80908	OK	1.430496247
CUFF.18799	-	-	CUFF.18799	-	-	ENSCAFT00000006350	0-9405	ENSCAFT00000006350:0-9405	-	11.1481	10.3275	11.9618	OK	1.430586075
CUFF.12607	-	-	CUFF.12607	-	-	ENSCAFT00000047033	12-401	ENSCAFT00000047033:12-401	-	11.1488	3.36285	10.3688	OK	1.430675903
CUFF.21505	-	-	CUFF.21505	-	-	ENSCAFT00000044814	1805-2194	ENSCAFT00000044814:1805-2194	-	11.1488	3.36285	10.3688	OK	1.430675903
CUFF.19283	-	-	CUFF.19283	-	-	ENSCAFT00000048616	1-615	ENSCAFT00000048616:1-615	-	11.1497	5.68142	12.9607	OK	1.430791396
CUFF.20257	-	-	CUFF.20257	-	-	ENSCAFT00000016068	0-4300	ENSCAFT00000016068:0-4300	-	11.1497	9.78576	12.4477	OK	1.430791396
CUFF.4107	-	-	CUFF.4107	-	-	ENSCAFT00000008914	61-1633	ENSCAFT00000008914:61-1633	-	11.151	8.3909	12.621	OK	1.430958219
CUFF.16652	-	-	CUFF.16652	-	-	ENSCAFT00000012204	2486-3970	ENSCAFT00000012204:2486-3970	-	11.1512	8.3008	13.2225	OK	1.430983884
CUFF.16780	-	-	CUFF.16780	-	-	ENSCAFT00000024947	0-2432	ENSCAFT00000024947:0-2432	-	11.1525	9.0993	12.999	OK	1.431150708
CUFF.14632	-	-	CUFF.14632	-	-	ENSCAFT00000016928	13-793	ENSCAFT00000016928:13-793	-	11.1538	6.56869	12.4386	OK	1.431317531
CUFF.17423	-	-	CUFF.17423	-	-	ENSCAFT00000035149	37-944	ENSCAFT00000035149:37-944	-	11.1547	6.97102	13.5815	OK	1.431433024
CUFF.9113	-	-	CUFF.9113	-	-	ENSCAFT00000023875	24-363	ENSCAFT00000023875:24-363	-	11.1562	2.57256	9.32554	OK	1.431625512
CUFF.8429	-	-	CUFF.8429	-	-	ENSCAFT00000049650	2136-2515	ENSCAFT00000049650:2136-2515	-	11.1569	3.16395	10.0671	OK	1.43171534
CUFF.8710	-	-	CUFF.8710	-	-	ENSCAFT00000003164	17-875	ENSCAFT00000003164:17-875	-	11.157	6.86092	12.7054	OK	1.431728173
CUFF.1702	-	-	CUFF.1702	-	-	ENSCAFT00000006256	362-1728	ENSCAFT00000006256:362-1728	-	11.1578	8.14001	12.4494	OK	1.431830833
CUFF.893	-	-	CUFF.893	-	-	ENSCAFT00000005799	40-976	ENSCAFT00000005799:40-976	-	11.1595	7.10444	12.5783	OK	1.432048987
CUFF.13988	-	-	CUFF.13988	-	-	ENSCAFT00000020427	32-401	ENSCAFT00000020427:32-401	-	11.1633	3.24969	10.0445	OK	1.432536624
CUFF.10266	-	-	CUFF.10266	-	-	ENSCAFT00000014242	1091-1558	ENSCAFT00000014242:1091-1558	-	11.1642	4.43519	10.9713	OK	1.432652117
CUFF.12466	-	-	CUFF.12466	-	-	ENSCAFT00000044818	171-638	ENSCAFT00000044818:171-638	-	11.1642	4.43519	10.9713	OK	1.432652117
CUFF.20838	-	-	CUFF.20838	-	-	ENSCAFT00000012646	0-467	ENSCAFT00000012646:0-467	-	11.1642	4.43519	10.9713	OK	1.432652117
CUFF.3687	-	-	CUFF.3687	-	-	ENSCAFT00000029085	2143-3479	ENSCAFT00000029085:2143-3479	-	11.1646	8.07801	12.729	OK	1.432703447
CUFF.10889	-	-	CUFF.10889	-	-	ENSCAFT00000020411	253-602	ENSCAFT00000020411:253-602	-	11.1651	2.81121	9.37069	OK	1.43276761
CUFF.11976	-	-	CUFF.11976	-	-	ENSCAFT00000029255	9-358	ENSCAFT00000029255:9-358	-	11.1651	2.81121	9.37069	OK	1.43276761
CUFF.6255	-	-	CUFF.6255	-	-	ENSCAFT00000006009	3493-3852	ENSCAFT00000006009:3493-3852	-	11.1667	3.03655	9.41332	OK	1.43297293
CUFF.7961	-	-	CUFF.7961	-	-	ENSCAFT00000048697	69-4391	ENSCAFT00000048697:69-4391	-	11.1695	9.81161	12.46	OK	1.433332242
CUFF.3074	-	-	CUFF.3074	-	-	ENSCAFT00000048677	26-3440	ENSCAFT00000048677:26-3440	-	11.1707	9.54736	12.3892	OK	1.433486233
CUFF.12616	-	-	CUFF.12616	-	-	ENSCAFT00000020660	24-1008	ENSCAFT00000020660:24-1008	-	11.1716	7.3118	13.2942	OK	1.433601726
CUFF.6358	-	-	CUFF.6358	-	-	ENSCAFT00000009216	209-627	ENSCAFT00000009216:209-627	-	11.1726	3.91193	10.4318	OK	1.433730051
CUFF.14272	-	-	CUFF.14272	-	-	ENSCAFT00000013814	20-438	ENSCAFT00000013814:20-438	-	11.1726	3.91193	10.4318	OK	1.433730051
CUFF.2244	-	-	CUFF.2244	-	-	ENSCAFT00000005791	3-538	ENSCAFT00000005791:3-538	-	11.176	5.09403	11.8182	OK	1.434166358
CUFF.2415	-	-	CUFF.2415	-	-	ENSCAFT00000014399	2157-2731	ENSCAFT00000014399:2157-2731	-	11.1765	5.31767	11.9648	OK	1.434230521
CUFF.6833	-	-	CUFF.6833	-	-	ENSCAFT00000025937	78-1364	ENSCAFT00000025937:78-1364	-	11.1767	7.96824	12.8848	OK	1.434256186
CUFF.20560	-	-	CUFF.20560	-	-	ENSCAFT00000000513	Apr-42	ENSCAFT00000000513:4-5142	-	11.1782	9.95072	12.3482	OK	1.434448674
